essay_id,prompted_trait,prompted_level,score_openness,score_conscientiousness,score_extraversion,score_agreeableness,score_neuroticism
B_rv_conscientiousness_HIGH_068,conscientiousness,HIGH,-0.6756484,-0.90810907,-1.0055599,-0.7731507,0.54695135
B_rv_conscientiousness_HIGH_071,conscientiousness,HIGH,-0.29194033,-0.5648034,-0.7812353,-0.32050243,0.34576476
B_rv_conscientiousness_HIGH_070,conscientiousness,HIGH,-0.20163722,-0.26885486,-0.68872994,-0.18305296,0.18737692
B_rv_conscientiousness_HIGH_067,conscientiousness,HIGH,-0.2190381,-0.45310044,-0.7278476,-0.20640455,0.30983824
B_rv_conscientiousness_HIGH_072,conscientiousness,HIGH,-0.28604776,-0.36323357,-0.6920177,-0.13345446,0.28357795
B_rv_conscientiousness_HIGH_074,conscientiousness,HIGH,-0.6372001,-0.6269695,-1.1251011,-0.7263918,0.40101895
B_rv_conscientiousness_HIGH_077,conscientiousness,HIGH,-0.9649729,-1.1463797,-1.5316528,-1.1324785,0.40169394
B_rv_conscientiousness_HIGH_078,conscientiousness,HIGH,-0.3690987,-0.5603431,-0.9131453,-0.19446878,0.34535375
B_rv_conscientiousness_HIGH_073,conscientiousness,HIGH,-0.38110232,-0.3763935,-0.87700164,-0.2537747,0.23696296
B_rv_conscientiousness_HIGH_075,conscientiousness,HIGH,-0.87015086,-0.9825412,-1.2293423,-0.8435217,0.47646347
B_rv_conscientiousness_HIGH_076,conscientiousness,HIGH,-0.39304915,-0.5904635,-0.8234935,-0.4764034,0.37026045
B_rv_conscientiousness_HIGH_079,conscientiousness,HIGH,-0.07988169,-0.33853173,-0.62880224,-0.21268532,0.32060745
B_rv_conscientiousness_HIGH_080,conscientiousness,HIGH,-0.92679113,-0.887191,-1.3293294,-0.64935863,0.3092735
B_rv_conscientiousness_HIGH_084,conscientiousness,HIGH,-0.53531706,-0.5393121,-1.0115014,-0.5223863,0.4057972
B_rv_conscientiousness_HIGH_081,conscientiousness,HIGH,-0.654985,-0.91848373,-0.9809392,-0.62962294,0.43073422
B_rv_conscientiousness_HIGH_085,conscientiousness,HIGH,-0.41416746,-0.41348386,-0.7324693,-0.64889944,0.36793187
B_rv_conscientiousness_HIGH_083,conscientiousness,HIGH,-0.5765814,-0.7521565,-0.94833875,-0.8502358,0.4042739
B_rv_conscientiousness_HIGH_086,conscientiousness,HIGH,-0.20465375,-0.4409604,-0.7473862,-0.21237482,0.30911392
B_rv_conscientiousness_HIGH_082,conscientiousness,HIGH,-0.5367955,-0.6932936,-1.0039834,-0.36660162,0.49163604
B_rv_conscientiousness_HIGH_087,conscientiousness,HIGH,-0.3633639,-0.58605593,-1.0005468,-0.7673757,0.2152897
B_rv_conscientiousness_HIGH_088,conscientiousness,HIGH,-0.42951286,-0.40490746,-0.7969368,-0.4713977,0.3307184
B_rv_conscientiousness_HIGH_089,conscientiousness,HIGH,-0.4433054,-0.43704125,-0.86760217,-0.33476624,0.21603681
B_rv_conscientiousness_HIGH_093,conscientiousness,HIGH,-0.25683933,-0.2935912,-0.7413809,-0.2867473,0.22830011
B_rv_conscientiousness_HIGH_091,conscientiousness,HIGH,-0.7694249,-0.9664445,-1.108843,-0.677214,0.48295915
B_rv_conscientiousness_HIGH_092,conscientiousness,HIGH,-0.33614576,-0.18240133,-0.8727789,-0.33884788,0.18319301
B_rv_conscientiousness_HIGH_090,conscientiousness,HIGH,-0.53092134,-0.5719676,-0.7625621,-0.567778,0.3505999
B_rv_conscientiousness_HIGH_094,conscientiousness,HIGH,-0.9545135,-0.9073349,-1.1456412,-1.0620141,0.6399036
B_rv_conscientiousness_HIGH_096,conscientiousness,HIGH,-0.81969327,-0.9243403,-0.89578784,-0.76672375,0.48441565
B_rv_conscientiousness_HIGH_095,conscientiousness,HIGH,-0.6661034,-0.89457786,-1.0933992,-0.74090266,0.61363375
B_rv_conscientiousness_HIGH_099,conscientiousness,HIGH,-0.29227638,-0.39133218,-0.7241994,-0.27888778,0.32074443
B_rv_conscientiousness_HIGH_098,conscientiousness,HIGH,-0.37805206,-0.51726234,-0.68650156,-0.44513842,0.36717555
B_rv_conscientiousness_HIGH_103,conscientiousness,HIGH,-0.5365983,-0.7016765,-0.91450113,-0.45678815,0.50247836
B_rv_conscientiousness_HIGH_097,conscientiousness,HIGH,-0.5948011,-0.70051134,-1.054479,-0.46969017,0.42613152
B_rv_conscientiousness_HIGH_101,conscientiousness,HIGH,-0.79162145,-0.8191098,-1.0533084,-0.57351327,0.3332946
B_rv_conscientiousness_HIGH_106,conscientiousness,HIGH,-0.59318626,-0.7026729,-1.1588551,-0.7374957,0.38389957
B_rv_conscientiousness_HIGH_107,conscientiousness,HIGH,-0.15390009,-0.37326849,-0.829884,-0.40400222,0.2564337
B_rv_conscientiousness_HIGH_104,conscientiousness,HIGH,-0.83721125,-0.9224745,-0.9682496,-0.8079822,0.3960804
B_rv_conscientiousness_HIGH_105,conscientiousness,HIGH,-0.471256,-0.57538235,-1.0249048,-0.6809909,0.3361237
B_rv_conscientiousness_HIGH_100,conscientiousness,HIGH,-0.30129382,-0.33028248,-0.713805,-0.119476326,0.4755381
B_rv_conscientiousness_HIGH_109,conscientiousness,HIGH,-0.49556878,-0.40504614,-0.8509613,-0.68964535,0.4663608
B_rv_conscientiousness_HIGH_108,conscientiousness,HIGH,-0.80755925,-0.91932845,-0.91887516,-0.8670966,0.2638649
B_rv_conscientiousness_HIGH_102,conscientiousness,HIGH,-0.21748137,-0.34761488,-0.6570912,-0.27481428,0.22128385
B_rv_conscientiousness_HIGH_110,conscientiousness,HIGH,-0.9077602,-0.8363538,-1.0890718,-0.67687714,0.5835448
B_rv_conscientiousness_HIGH_112,conscientiousness,HIGH,-0.40357575,-0.60931575,-0.7531846,-0.2728762,0.24566095
B_rv_conscientiousness_HIGH_111,conscientiousness,HIGH,-0.35550913,-0.32917818,-1.0581919,-0.2629309,0.22527818
B_rv_conscientiousness_HIGH_116,conscientiousness,HIGH,-0.55433977,-0.6671856,-0.8903161,-0.52053654,0.57112956
B_rv_conscientiousness_HIGH_113,conscientiousness,HIGH,-0.39370596,-0.52590466,-0.98606616,-0.7171946,0.23540346
B_rv_conscientiousness_HIGH_118,conscientiousness,HIGH,-0.7717038,-0.9030001,-1.2895682,-0.7356901,0.3614318
B_rv_conscientiousness_HIGH_115,conscientiousness,HIGH,-0.38461086,-0.64201885,-0.8642747,-0.3580088,0.31653786
B_rv_conscientiousness_HIGH_117,conscientiousness,HIGH,-1.1409228,-1.054134,-1.5416276,-1.0930312,0.39398828
B_rv_conscientiousness_HIGH_114,conscientiousness,HIGH,-0.24488716,-0.37519872,-0.73798716,-0.3394033,0.40428334
B_rv_conscientiousness_HIGH_119,conscientiousness,HIGH,-0.3014095,-0.33176476,-0.8006416,-0.32983145,0.3071907
B_rv_conscientiousness_HIGH_120,conscientiousness,HIGH,-0.68873656,-0.8637374,-1.1478343,-0.5150809,0.2014006
B_rv_conscientiousness_HIGH_121,conscientiousness,HIGH,-0.4083175,-0.56028104,-0.86594814,-0.63186485,0.35721302
B_rv_conscientiousness_HIGH_123,conscientiousness,HIGH,-0.42685136,-0.5632418,-0.9713518,-0.6285497,0.34779292
B_rv_conscientiousness_HIGH_122,conscientiousness,HIGH,-1.300109,-1.186846,-1.7293006,-1.2039578,0.5889968
B_rv_conscientiousness_HIGH_124,conscientiousness,HIGH,-0.3016351,-0.49079478,-0.6273046,-0.2539742,0.19973168
B_rv_conscientiousness_HIGH_126,conscientiousness,HIGH,-0.54484063,-0.75703293,-0.6885674,-0.67869604,0.41476476
B_rv_conscientiousness_HIGH_128,conscientiousness,HIGH,-0.7781477,-1.0294892,-1.3274546,-0.8693767,0.37929448
B_rv_conscientiousness_HIGH_129,conscientiousness,HIGH,-0.7046289,-0.78535926,-1.2566638,-0.61808854,0.41512915
B_rv_conscientiousness_HIGH_131,conscientiousness,HIGH,-0.6910635,-0.81155777,-0.9112737,-0.56654,0.35114464
B_rv_conscientiousness_HIGH_130,conscientiousness,HIGH,-0.297197,-0.41407952,-0.7576038,-0.34490284,0.35373732
B_rv_conscientiousness_HIGH_127,conscientiousness,HIGH,-0.7265848,-0.90206295,-1.1045367,-0.7647539,0.42031708
B_rv_conscientiousness_HIGH_132,conscientiousness,HIGH,-0.5183989,-0.63291126,-0.96323055,-0.40725908,0.32811117
B_rv_conscientiousness_HIGH_125,conscientiousness,HIGH,-0.7510289,-0.88205826,-1.139321,-0.8193027,0.53699636
B_rv_conscientiousness_HIGH_133,conscientiousness,HIGH,-1.0828261,-1.0384806,-1.4500955,-0.80377203,0.44264558
B_rv_conscientiousness_HIGH_136,conscientiousness,HIGH,-0.38592467,-0.4157039,-1.0105659,-0.41154617,0.24178417
B_rv_conscientiousness_HIGH_134,conscientiousness,HIGH,-0.5620164,-0.8402591,-1.1044213,-0.44771215,0.27018657
B_rv_conscientiousness_HIGH_139,conscientiousness,HIGH,-0.96798897,-0.831418,-1.2609862,-1.1045805,0.35563758
B_rv_conscientiousness_HIGH_135,conscientiousness,HIGH,-0.34884733,-0.4385421,-0.81358415,-0.47105366,0.33020613
B_rv_conscientiousness_HIGH_141,conscientiousness,HIGH,-0.59406143,-1.0205915,-1.1055847,-0.73241365,0.5406155
B_rv_conscientiousness_HIGH_138,conscientiousness,HIGH,-0.766276,-0.5362307,-1.0145029,-0.7379073,0.47315538
B_rv_conscientiousness_HIGH_137,conscientiousness,HIGH,-0.30523106,-0.56091124,-0.7640909,-0.31044015,0.36388254
B_rv_conscientiousness_HIGH_140,conscientiousness,HIGH,-0.55402327,-0.71372056,-0.95343864,-0.58695894,0.40474707
B_rv_conscientiousness_HIGH_142,conscientiousness,HIGH,-1.2606772,-1.1591339,-1.5465826,-1.2470154,0.5293101
B_rv_conscientiousness_HIGH_003,conscientiousness,HIGH,-0.5258268,-0.55582064,-0.97831124,-0.3860056,0.47259033
B_rv_conscientiousness_HIGH_143,conscientiousness,HIGH,-0.43496132,-0.55654216,-0.75796,-0.39794818,0.4686923
B_rv_conscientiousness_HIGH_146,conscientiousness,HIGH,-0.27278838,-0.3980949,-0.78525466,-0.2890295,0.2843157
B_rv_conscientiousness_HIGH_144,conscientiousness,HIGH,-0.7077055,-0.6309977,-1.0347015,-0.67576456,0.59696746
B_rv_conscientiousness_HIGH_147,conscientiousness,HIGH,-0.38551012,-0.7679311,-0.80382746,-0.25542545,0.24692075
B_rv_conscientiousness_HIGH_145,conscientiousness,HIGH,-0.76911867,-0.84460586,-1.1230706,-0.74398994,0.5102569
B_rv_conscientiousness_HIGH_148,conscientiousness,HIGH,-0.41283694,-0.32566422,-0.7513219,-0.2446514,0.33235505
B_rv_conscientiousness_HIGH_150,conscientiousness,HIGH,-0.5620805,-0.6268867,-0.97313803,-0.37019467,0.4108446
B_rv_conscientiousness_HIGH_149,conscientiousness,HIGH,-0.08254168,-0.33176875,-0.7508872,-0.09252202,0.16368578
B_rv_conscientiousness_HIGH_152,conscientiousness,HIGH,-0.38038132,-0.50641936,-0.93903816,-0.6285943,0.30896664
B_rv_conscientiousness_HIGH_153,conscientiousness,HIGH,-0.37838474,-0.45225957,-0.77510244,-0.32497147,0.32877058
B_rv_conscientiousness_HIGH_151,conscientiousness,HIGH,-0.35512528,-0.7323494,-0.814987,-0.345435,0.35171422
B_rv_conscientiousness_HIGH_154,conscientiousness,HIGH,-0.75911427,-0.69680226,-0.864407,-0.65994984,0.38902107
B_rv_conscientiousness_HIGH_155,conscientiousness,HIGH,-0.46173617,-0.6313153,-0.8273359,-0.39350855,0.3187115
B_rv_conscientiousness_HIGH_157,conscientiousness,HIGH,-0.33784637,-0.55830175,-0.9238748,-0.4743082,0.46443346
B_rv_conscientiousness_HIGH_156,conscientiousness,HIGH,-0.19220185,-0.46353096,-0.8548776,-0.47978017,0.38153192
B_rv_conscientiousness_HIGH_158,conscientiousness,HIGH,-0.42478544,-0.6305518,-0.9305509,-0.6270866,0.41423628
B_rv_conscientiousness_HIGH_164,conscientiousness,HIGH,-0.5062114,-0.62558806,-1.1173385,-0.68428195,0.5650283
B_rv_conscientiousness_HIGH_161,conscientiousness,HIGH,-0.53700054,-0.89395666,-0.85990435,-0.5994804,0.4210177
B_rv_conscientiousness_HIGH_159,conscientiousness,HIGH,-0.34186897,-0.5290966,-0.8508031,-0.44314605,0.4359696
B_rv_conscientiousness_HIGH_163,conscientiousness,HIGH,-0.5506738,-0.7682116,-0.8532106,-0.5735748,0.48847148
B_rv_conscientiousness_HIGH_160,conscientiousness,HIGH,-0.5416277,-0.8126388,-1.1730812,-0.61502564,0.4351366
B_rv_conscientiousness_HIGH_168,conscientiousness,HIGH,-0.35389248,-0.44738483,-0.8420958,-0.36286622,0.4005314
B_rv_conscientiousness_HIGH_165,conscientiousness,HIGH,-0.3007225,-0.3682543,-0.71131855,-0.5456339,0.33349863
B_rv_conscientiousness_HIGH_166,conscientiousness,HIGH,-0.45612144,-0.3708289,-0.6904283,-0.3263823,0.39264828
B_rv_conscientiousness_HIGH_171,conscientiousness,HIGH,-0.5623977,-0.70726895,-1.0366873,-0.68281466,0.48278543
B_rv_conscientiousness_HIGH_162,conscientiousness,HIGH,-0.3338065,-0.39776582,-0.69118696,-0.2958137,0.43486726
B_rv_conscientiousness_HIGH_169,conscientiousness,HIGH,-0.8070375,-1.0855138,-1.2547556,-0.79401267,0.3913308
B_rv_conscientiousness_HIGH_170,conscientiousness,HIGH,-0.1641395,-0.4361004,-0.7538293,-0.46391737,0.39364234
B_rv_conscientiousness_HIGH_167,conscientiousness,HIGH,-0.18329349,-0.31568682,-0.7376042,-0.40273717,0.17964448
B_rv_conscientiousness_HIGH_174,conscientiousness,HIGH,-0.995561,-0.9657061,-1.4289783,-1.0734481,0.39678904
B_rv_conscientiousness_HIGH_172,conscientiousness,HIGH,-0.9245817,-0.9582639,-1.2535315,-0.7682222,0.44825333
B_rv_conscientiousness_HIGH_173,conscientiousness,HIGH,-0.3606827,-0.5378816,-0.8163254,-0.42566562,0.42364284
B_rv_conscientiousness_HIGH_177,conscientiousness,HIGH,-0.34863472,-0.4241317,-0.68671906,-0.31179476,0.40373114
B_rv_conscientiousness_HIGH_178,conscientiousness,HIGH,-0.60612226,-0.78247666,-1.0135406,-0.7525816,0.6009134
B_rv_conscientiousness_HIGH_179,conscientiousness,HIGH,-0.2841826,-0.74851424,-0.96978885,-0.42565924,0.22862792
B_rv_conscientiousness_HIGH_180,conscientiousness,HIGH,-0.22469653,-0.6230249,-1.0480212,-0.37193722,0.28017724
B_rv_conscientiousness_HIGH_175,conscientiousness,HIGH,-0.79115254,-0.7659073,-1.1453359,-0.5332843,0.40749055
B_rv_conscientiousness_HIGH_176,conscientiousness,HIGH,-0.47561142,-0.5367832,-0.6702504,-0.5245947,0.3999379
B_rv_conscientiousness_HIGH_181,conscientiousness,HIGH,-0.42761335,-0.6266321,-0.7878714,-0.45503607,0.43517092
B_rv_conscientiousness_HIGH_183,conscientiousness,HIGH,-0.6236909,-0.6736779,-1.0798959,-0.513455,0.19985385
B_rv_conscientiousness_HIGH_184,conscientiousness,HIGH,-0.9600508,-1.0200673,-0.9969538,-0.67547953,0.53837687
B_rv_conscientiousness_HIGH_182,conscientiousness,HIGH,-0.1509993,-0.4050972,-0.76164716,-0.31432799,0.3488641
B_rv_conscientiousness_HIGH_185,conscientiousness,HIGH,-0.539433,-0.61466575,-0.81920856,-0.51608795,0.2939834
B_rv_conscientiousness_HIGH_186,conscientiousness,HIGH,-0.6177703,-0.76832455,-0.97530323,-0.6392889,0.4079595
B_rv_conscientiousness_HIGH_187,conscientiousness,HIGH,-0.33606935,-0.5351608,-0.89195126,-0.41212127,0.42565894
B_rv_conscientiousness_HIGH_188,conscientiousness,HIGH,-0.69337237,-0.79660237,-0.991744,-0.58836865,0.43342486
B_rv_conscientiousness_HIGH_190,conscientiousness,HIGH,-0.6556641,-0.7011653,-1.1637031,-0.88952804,0.5289477
B_rv_conscientiousness_HIGH_189,conscientiousness,HIGH,-0.49620035,-0.6394703,-0.8388732,-0.4853189,0.40764526
B_rv_conscientiousness_HIGH_193,conscientiousness,HIGH,-0.6550578,-0.7414017,-1.0054306,-0.73355615,0.5012193
B_rv_conscientiousness_HIGH_192,conscientiousness,HIGH,-0.25155422,-0.3204438,-0.7257341,-0.2479809,0.3342862
B_rv_conscientiousness_HIGH_194,conscientiousness,HIGH,-0.2930138,-0.4704858,-0.5523778,-0.23630053,0.22221057
B_rv_conscientiousness_HIGH_196,conscientiousness,HIGH,-0.44106433,-0.87132394,-0.96859604,-0.33778492,0.048506718
B_rv_conscientiousness_HIGH_191,conscientiousness,HIGH,-0.23626663,-0.086833544,-0.70993394,-0.31977907,-0.036884878
B_rv_conscientiousness_HIGH_195,conscientiousness,HIGH,-0.52790725,-0.7513317,-0.9573022,-0.66045934,0.40041205
B_rv_conscientiousness_HIGH_199,conscientiousness,HIGH,-0.8826736,-0.9956565,-1.3485838,-1.0274991,0.47347423
B_rv_conscientiousness_LOW_001,conscientiousness,LOW,-0.4788542,-0.622782,-0.93750906,-0.65531826,0.4334999
B_rv_conscientiousness_LOW_003,conscientiousness,LOW,-0.6152308,-0.7231533,-1.0419997,-0.75261366,0.4612328
B_rv_conscientiousness_LOW_004,conscientiousness,LOW,-0.17209168,-0.4296978,-0.6826101,-0.55859613,0.27163938
B_rv_conscientiousness_HIGH_198,conscientiousness,HIGH,-0.45479557,-0.7085172,-0.8827762,-0.34567448,0.4041057
B_rv_conscientiousness_HIGH_197,conscientiousness,HIGH,-0.67635393,-0.79251903,-0.94005424,-0.43040606,0.43496153
B_rv_conscientiousness_LOW_005,conscientiousness,LOW,-0.707168,-0.7196954,-1.0723423,-0.6100072,0.6150829
B_rv_conscientiousness_LOW_002,conscientiousness,LOW,0.024831094,0.034340408,-0.30580738,0.062239025,0.13778436
B_rv_conscientiousness_LOW_010,conscientiousness,LOW,-0.5015919,-0.6595918,-0.8222095,-0.50938714,0.41980797
B_rv_conscientiousness_LOW_006,conscientiousness,LOW,-0.328275,-0.43761104,-0.5932502,-0.32404217,0.33828047
B_rv_conscientiousness_LOW_007,conscientiousness,LOW,-0.23764263,-0.26036543,-0.6470489,-0.26763,0.37892702
B_rv_conscientiousness_LOW_012,conscientiousness,LOW,-0.6541719,-0.78492534,-0.96831435,-0.7553786,0.53030777
B_rv_conscientiousness_LOW_009,conscientiousness,LOW,-0.6395705,-0.8537725,-1.0121361,-0.9094408,0.5470296
B_rv_conscientiousness_LOW_008,conscientiousness,LOW,-0.24965721,-0.38835818,-0.68374115,-0.18335147,0.27498958
B_rv_conscientiousness_LOW_011,conscientiousness,LOW,-0.37777266,-0.38872612,-0.67325217,-0.2649748,0.38674858
B_rv_conscientiousness_LOW_014,conscientiousness,LOW,-0.38757136,-0.560858,-0.70927703,-0.33499303,0.30560756
B_rv_conscientiousness_LOW_013,conscientiousness,LOW,-0.25514463,-0.38060138,-0.6031564,-0.20739765,0.43592918
B_rv_conscientiousness_LOW_017,conscientiousness,LOW,-0.59050655,-0.55625474,-0.7934785,-0.54355824,0.2607513
B_rv_conscientiousness_LOW_018,conscientiousness,LOW,-0.38934752,-0.43656036,-0.6100306,-0.54632837,0.35744804
B_rv_conscientiousness_LOW_015,conscientiousness,LOW,-0.5113307,-0.65866745,-0.8852679,-0.5977057,0.40372512
B_rv_conscientiousness_LOW_016,conscientiousness,LOW,-0.19736923,-0.2091564,-0.6897642,-0.3008446,0.412382
B_rv_conscientiousness_LOW_019,conscientiousness,LOW,-0.39659205,-0.44887656,-0.69659775,-0.47733986,0.41959095
B_rv_conscientiousness_LOW_022,conscientiousness,LOW,-0.6326458,-0.8237589,-1.052365,-0.6476105,0.4455966
B_rv_conscientiousness_LOW_020,conscientiousness,LOW,-0.3955339,-0.4907854,-0.85728824,-0.41720143,0.4334054
B_rv_conscientiousness_LOW_021,conscientiousness,LOW,-0.56997764,-0.6332213,-0.8979255,-0.7924817,0.38775387
B_rv_conscientiousness_LOW_025,conscientiousness,LOW,-0.10057629,-0.25149167,-0.50351816,-0.24984874,0.24404581
B_rv_conscientiousness_LOW_023,conscientiousness,LOW,-0.543581,-0.7190951,-0.9923742,-0.6188165,0.54182136
B_rv_conscientiousness_LOW_024,conscientiousness,LOW,-0.31229186,-0.29464582,-0.84942573,-0.26723966,0.35081694
B_rv_conscientiousness_LOW_028,conscientiousness,LOW,-0.2392269,-0.40336898,-0.7419437,-0.27605185,0.3555102
B_rv_conscientiousness_LOW_026,conscientiousness,LOW,-0.5293713,-0.5953811,-0.8730913,-0.31972158,0.44266105
B_rv_conscientiousness_LOW_029,conscientiousness,LOW,-0.14742862,-0.2624606,-0.5143069,-0.28468654,0.3315728
B_rv_conscientiousness_LOW_027,conscientiousness,LOW,-0.25363228,-0.3132798,-0.5794706,-0.33696273,0.37597504
B_rv_conscientiousness_LOW_031,conscientiousness,LOW,-0.4780657,-0.4340856,-0.9227057,-0.53443176,0.42279842
B_rv_conscientiousness_LOW_030,conscientiousness,LOW,-0.17681786,-0.16229582,-0.4496036,-0.12362104,0.24627951
B_rv_conscientiousness_LOW_033,conscientiousness,LOW,-0.36125273,-0.44338307,-0.94577837,-0.45003152,0.42566112
B_rv_conscientiousness_LOW_032,conscientiousness,LOW,-0.27389005,-0.4576075,-0.5861117,-0.17237636,0.2690712
B_rv_conscientiousness_LOW_034,conscientiousness,LOW,-0.039123528,-0.282122,-0.30009001,-0.11699142,0.1731465
B_rv_conscientiousness_LOW_035,conscientiousness,LOW,-0.36430058,-0.41790313,-0.5774226,-0.4450434,0.29115546
B_rv_conscientiousness_LOW_036,conscientiousness,LOW,-0.18549581,-0.33291665,-0.6773728,-0.4236375,0.27574256
B_rv_conscientiousness_LOW_037,conscientiousness,LOW,-0.59417456,-0.8298871,-0.89067215,-0.8472409,0.6396079
B_rv_conscientiousness_LOW_039,conscientiousness,LOW,-0.19685267,-0.22182503,-0.54722893,-0.14398709,0.5560913
B_rv_conscientiousness_LOW_038,conscientiousness,LOW,-0.34716228,-0.37250662,-0.8898377,-0.6644355,0.45728797
B_rv_conscientiousness_LOW_041,conscientiousness,LOW,-0.6983661,-0.9690896,-0.98253196,-0.7582906,0.61256176
B_rv_conscientiousness_LOW_043,conscientiousness,LOW,-0.8008582,-0.86341846,-1.1547674,-0.79743457,0.5250058
B_rv_conscientiousness_LOW_040,conscientiousness,LOW,-0.2900211,-0.33606136,-0.6893325,-0.3823347,0.28779784
B_rv_conscientiousness_LOW_045,conscientiousness,LOW,-0.48831937,-0.50527966,-0.7750785,-0.5588073,0.34486362
B_rv_conscientiousness_LOW_044,conscientiousness,LOW,-0.29621813,-0.46629712,-0.7722026,-0.30833042,0.37012368
B_rv_conscientiousness_LOW_046,conscientiousness,LOW,-0.44893035,-0.4757131,-0.8561762,-0.39652613,0.43082008
B_rv_conscientiousness_LOW_042,conscientiousness,LOW,-0.17223433,-0.37460768,-0.719672,-0.44887164,0.36549503
B_rv_conscientiousness_LOW_047,conscientiousness,LOW,-0.38249525,-0.4286539,-0.82316536,-0.44044712,0.4421803
B_rv_conscientiousness_LOW_050,conscientiousness,LOW,-0.40952238,-0.40159833,-0.62782484,-0.2786553,0.32675436
B_rv_conscientiousness_LOW_048,conscientiousness,LOW,-0.53462875,-0.50384736,-0.72365654,-0.31520885,0.53513104
B_rv_conscientiousness_LOW_051,conscientiousness,LOW,-0.62754196,-0.5917306,-0.7899687,-0.65256596,0.4036939
B_rv_conscientiousness_LOW_053,conscientiousness,LOW,-0.15810911,-0.2565778,-0.6469939,-0.3105397,0.37284932
B_rv_conscientiousness_LOW_052,conscientiousness,LOW,-0.83571374,-0.854697,-1.040665,-0.7651751,0.5905394
B_rv_conscientiousness_LOW_054,conscientiousness,LOW,-0.6442896,-0.61567456,-1.030219,-0.5622152,0.518129
B_rv_conscientiousness_LOW_055,conscientiousness,LOW,-0.54908997,-0.60798335,-0.84863985,-0.58683777,0.622342
B_rv_conscientiousness_LOW_056,conscientiousness,LOW,-0.36125532,-0.44534355,-0.74574757,-0.31125644,0.39528385
B_rv_conscientiousness_LOW_057,conscientiousness,LOW,-0.42675382,-0.4367684,-0.7328076,-0.4188853,0.37275118
B_rv_conscientiousness_LOW_049,conscientiousness,LOW,-0.1628847,-0.26630357,-0.55166614,-0.38087222,0.2601679
B_rv_conscientiousness_LOW_058,conscientiousness,LOW,-0.41123506,-0.48656985,-0.9542135,-0.6936541,0.3208014
B_rv_conscientiousness_LOW_059,conscientiousness,LOW,-0.44031796,-0.6142395,-0.84271544,-0.5483371,0.3405874
B_rv_conscientiousness_LOW_062,conscientiousness,LOW,-0.055407576,-0.29552937,-0.5768278,-0.2142809,0.32858416
B_rv_conscientiousness_LOW_060,conscientiousness,LOW,-0.32946903,-0.50117445,-0.79931146,-0.6217458,0.41137144
B_rv_conscientiousness_LOW_066,conscientiousness,LOW,-0.30123112,-0.56202847,-0.6154782,-0.35519394,0.4076079
B_rv_conscientiousness_LOW_000,conscientiousness,LOW,-0.44965315,-0.4711578,-0.87179416,-0.43473393,0.41348818
B_rv_conscientiousness_LOW_064,conscientiousness,LOW,-0.1973381,-0.30877534,-0.68150145,-0.24104008,0.29830408
B_rv_conscientiousness_LOW_061,conscientiousness,LOW,-0.25515226,-0.38315287,-0.7432845,-0.2257952,0.4474282
B_rv_conscientiousness_LOW_065,conscientiousness,LOW,-0.41466364,-0.40557143,-0.6676274,-0.3300189,0.4203597
B_rv_conscientiousness_LOW_063,conscientiousness,LOW,-0.8650205,-0.92157316,-1.1585557,-0.8661126,0.63363826
B_rv_conscientiousness_LOW_067,conscientiousness,LOW,-0.35805437,-0.34572062,-0.5710516,-0.27280498,0.34675676
B_rv_conscientiousness_LOW_069,conscientiousness,LOW,-0.21665142,-0.30693877,-0.50712013,-0.3870705,0.30247906
B_rv_conscientiousness_LOW_071,conscientiousness,LOW,-0.3607297,-0.4390627,-0.75893176,-0.29327843,0.4311016
B_rv_conscientiousness_LOW_068,conscientiousness,LOW,-0.51707405,-0.5199455,-0.9955233,-0.69444185,0.48770446
B_rv_conscientiousness_LOW_072,conscientiousness,LOW,-0.6203897,-0.63798076,-0.9979854,-0.6943302,0.44727522
B_rv_conscientiousness_LOW_073,conscientiousness,LOW,-0.2371199,-0.3810225,-0.7268451,-0.34161088,0.5532806
B_rv_conscientiousness_LOW_074,conscientiousness,LOW,-0.44016454,-0.46848133,-0.9218127,-0.33372763,0.34721974
B_rv_conscientiousness_LOW_070,conscientiousness,LOW,-0.38705137,-0.43560386,-0.91347533,-0.5375843,0.5097111
B_rv_conscientiousness_LOW_075,conscientiousness,LOW,0.07026409,-0.2204777,-0.45453304,-0.055398904,0.23897582
B_rv_conscientiousness_LOW_077,conscientiousness,LOW,-0.4891592,-0.6250741,-0.9776594,-0.6400882,0.3884252
B_rv_conscientiousness_LOW_076,conscientiousness,LOW,-0.30170724,-0.6110883,-0.8689917,-0.26913768,0.40441826
B_rv_conscientiousness_LOW_081,conscientiousness,LOW,-0.36867425,-0.73444176,-0.8197622,-0.71978045,0.47067967
B_rv_conscientiousness_LOW_078,conscientiousness,LOW,-0.25262675,-0.24592286,-0.72495085,-0.38282734,0.32733673
B_rv_conscientiousness_LOW_079,conscientiousness,LOW,-0.24335246,-0.40372753,-0.76115984,-0.30261123,0.48297927
B_rv_conscientiousness_LOW_082,conscientiousness,LOW,-0.2378488,-0.39655024,-0.5915385,-0.2580878,0.447451
B_rv_conscientiousness_LOW_080,conscientiousness,LOW,-0.3062344,-0.29007477,-0.6883036,-0.48339978,0.30688462
B_rv_conscientiousness_LOW_085,conscientiousness,LOW,-0.349185,-0.61316276,-0.81975687,-0.4633971,0.34929225
